Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.440330505371094,6.4550763032980685,6.391278025967366,6.4228762217812925,493729600
2010-01-05,6.451465129852295,6.48787840981577,6.417458990809972,6.458085872315779,601904800
2010-01-06,6.348845958709717,6.4770447941915,6.342225216323105,6.451465054945159,552160000
2010-01-07,6.337109565734863,6.37984305187511,6.291066511579937,6.372319480055896,477131200
2010-01-08,6.379241943359375,6.379844231009115,6.291369420820416,6.3286847367688495,447610800
2010-01-11,6.322965621948242,6.409935689947668,6.2730099152447485,6.403916833286323,462229600
2010-01-12,6.251040935516357,6.312733411200337,6.211919573553115,6.295278325516592,594459600
2010-01-13,6.339216232299805,6.34764263282566,6.1421038718775645,6.255556925343339,605892000
2010-01-14,6.302502155303955,6.333498868494199,6.290163899676365,6.322966270050092,432894000
2010-01-15,6.1971755027771,6.367806516336812,6.1953698453199975,6.3476433413991735,594067600
2010-01-19,6.471327304840088,6.475841447952822,6.2365978898712315,6.269399457778435,730007600
2010-01-20,6.3717169761657715,6.486673920818798,6.304607931659368,6.467413981837487,612152800
2010-01-21,6.261575222015381,6.419266090887947,6.235694935607777,6.3822513187179455,608154400
2010-01-22,5.951007843017578,6.244420251453119,5.9332530208638214,6.222753172780519,881767600
2010-01-25,6.111105918884277,6.160157990546616,6.024436397148507,6.094253523041011,1065699600
2010-01-26,6.197478771209717,6.4313062763369775,6.096364326427746,6.197779714232159,1867110000
2010-01-27,6.255856990814209,6.337109150378845,6.0045749318299,6.224860278743567,1722568400
2010-01-28,5.997352123260498,6.18423359893998,5.979597300239291,6.167080661566463,1173502400
2010-01-29,5.779776573181152,6.084925812978213,5.725307119072653,6.051221015113367,1245952400
2010-02-01,5.860125541687012,5.898344477588977,5.756904561544345,5.7891046408340845,749876400
2010-02-02,5.894131660461426,5.907975031567911,5.819499842590746,5.895636776504988,698342400
2010-02-03,5.995546817779541,6.024737871610872,5.850796525367367,5.873366836685999,615328000
2010-02-04,5.77947473526001,5.969665764968735,5.765029480736801,5.920311948933358,757652000
2010-02-05,5.882094383239746,5.898345298354097,5.74336293336589,5.7969299610829745,850306800
2010-02-08,5.841768264770508,5.954920355107196,5.838156950905818,5.88901548424789,478270800
2010-02-09,5.904064178466797,5.943486495831083,5.8607292013274135,5.910985463873022,632886800
2010-02-10,5.871861457824707,5.916400591530323,5.845981179972038,5.895033250410579,370361600
2010-02-11,5.978695392608643,6.0111968229811845,5.839963934467913,5.864640849689512,550345600
2010-02-12,6.030157089233398,6.06807509780097,5.883300142220707,5.961844244145253,655468800
2010-02-16,6.12103796005249,6.1297649012161175,6.064461907644149,6.077101105995172,543737600
2010-02-17,6.095458030700684,6.148422361864562,6.044599093978458,6.144811047887162,436396800
2010-02-18,6.106893062591553,6.13578317265521,6.046404758770525,6.067770896245389,422825200
2010-02-19,6.068974018096924,6.115017459806887,6.052121624225978,6.074692332704159,415469600
2010-02-22,6.031360626220703,6.093955556923268,5.994345847282248,6.089140871325383,390563600
2010-02-23,5.930243968963623,6.058743752775308,5.889617889778194,6.018719157494267,575094800
2010-02-24,6.0385823249816895,6.062055067240381,5.953717633845612,5.965454406767876,460566400
2010-02-25,6.078907012939453,6.104787296426052,5.92512882100587,5.939874619986777,665126000
2010-02-26,6.157752513885498,6.174303971386686,6.078907484030895,6.090342912295723,507460800
2010-03-01,6.289261341094971,6.304608623247241,6.182729578466092,6.191757462401463,550093600
2010-03-02,6.28504753112793,6.344632603980136,6.25164327896818,6.317548151216819,566546400
2010-03-03,6.299491882324219,6.3157427958339145,6.257662434350281,6.2877559150418,372052800
2010-03-04,6.3410210609436035,6.347340860512157,6.278426156309787,6.29798784248148,366041200
2010-03-05,6.588993072509766,6.611563384617907,6.45898857299002,6.468317801402433,899620400
2010-03-08,6.592905044555664,6.623299065916412,6.5679271907112815,6.620891924997233,429889600
2010-03-09,6.711474418640137,6.771059499877591,6.55709434208007,6.56973354085879,920259200
2010-03-10,6.766244411468506,6.785504755189614,6.716891387854703,6.735850386912285,596218000
2010-03-11,6.786105632781982,6.786105632781982,6.720502097923959,6.738257726756623,405700400
2010-03-12,6.819209575653076,6.853214914769391,6.793629833356823,6.842380971390462,416323600
2010-03-15,6.73615026473999,6.786104764403959,6.628113800225308,6.782494254112873,493502800
2010-03-16,6.7545084953308105,6.770458066754067,6.6961271816734635,6.746383439070202,446908000
2010-03-17,6.744577884674072,6.814695570352755,6.7189985421454095,6.768050626934482,450956800
2010-03-18,6.760526180267334,6.771058777827615,6.699135046559087,6.7439739223481565,342109600
2010-03-19,6.688302993774414,6.778282913583098,6.657607219196507,6.764740884624189,559445600
2010-03-22,6.763535499572754,6.801152952005805,6.625105010364175,6.634735181046002,456419600
2010-03-23,6.87217378616333,6.884813386537162,6.743974535986026,6.790318933770984,602431200
2010-03-24,6.902567386627197,6.927545238275103,6.846592827080611,6.850505485436422,597780400
2010-03-25,6.820712089538574,6.950716965045021,6.808674377847543,6.949211849290862,542284400
2010-03-26,6.948612689971924,6.980210486525643,6.877892319597145,6.8899300346190095,640875200
2010-03-29,6.993452548980713,7.037991299761468,6.970281148371546,7.0118104698032,540744400
2010-03-30,7.097573280334473,7.146626555414514,7.049423235455928,7.120143588759241,527310000
2010-03-31,7.071993827819824,7.120445219239377,7.055743719396329,7.0867404275468315,430659600
2010-04-01,7.101185321807861,7.184243133164767,7.004284140098637,7.144520286281626,603145200
2010-04-05,7.177022457122803,7.177624342886602,7.0650741158136245,7.071394318126411,684507600
2010-04-06,7.208620548248291,7.229685744906048,7.132182668821935,7.168295008510763,447017200
2010-04-07,7.240518093109131,7.28024173837598,7.18213599459342,7.208919501496583,628502000
2010-04-08,7.220959663391113,7.268808378547662,7.163480775548215,7.2357054635241695,572989200
2010-04-09,7.27632999420166,7.279340226108691,7.236305802906011,7.265496855830414,334182800
2010-04-12,7.291378498077393,7.314851239783849,7.276933239435994,7.288669610289222,333026400
2010-04-13,7.295589447021484,7.3067247334738585,7.255865797227144,7.278436911167699,306210800
2010-04-14,7.393697261810303,7.397308576760023,7.344946117160852,7.381359004191702,404076400
2010-04-15,7.490899562835693,7.494209532969202,7.388280042080807,7.396405098652769,376784800
2010-04-16,7.445157527923584,7.55770776996145,7.359390804143051,7.480366644408584,750545600
2010-04-19,7.435225486755371,7.459901998363757,7.275728980941122,7.434021715282486,566924400
2010-04-20,7.360595226287842,7.500831425948525,7.311542731060051,7.479464878397467,738326400
2010-04-21,7.800861358642578,7.831858067208887,7.695834323768457,7.788221760243712,982391200
2010-04-22,8.019043922424316,8.027470325815749,7.709982314227227,7.771373878207313,793424800
2010-04-23,8.150248527526855,8.190874607669185,8.034990226339765,8.064782363676516,796955600
2010-04-26,8.110223770141602,8.199300438491665,8.070800660572857,8.181846557657707,479068800
2010-04-27,7.885727882385254,8.060270767208896,7.839986163318328,8.043117421662314,709343600
2010-04-28,7.872485637664795,7.944709517190749,7.716299901063173,7.9221400068558925,758402400
2010-04-29,8.084345817565918,8.125272447713796,7.884825080354921,7.915219110044361,558840800
2010-04-30,7.857139587402344,8.142426261101496,7.854431502746212,8.104508254399935,542463600
2010-05-03,8.015426635742188,8.061470475324263,7.911001509038789,7.939892013430823,454342000
2010-05-04,7.784610271453857,7.923342095354616,7.726530317652321,7.9113051864499555,723819600
2010-05-05,7.7036566734313965,7.768358155970473,7.485177069697896,7.614580034776048,883103200
2010-05-06,7.410550594329834,7.771673275656242,5.996150546285127,7.638659713182408,1285860800
2010-05-07,7.097875595092773,7.420178587065085,6.7773790639748865,7.334111334684138,1676018400
2010-05-10,7.643470764160156,7.6633329894029805,7.4791600096247866,7.530921368793214,984306400
2010-05-11,7.719608783721924,7.821023695604825,7.538445234562801,7.578769962922633,848906800
2010-05-12,7.887231349945068,7.918528605137384,7.785214528593623,7.80146383655685,654379600
2010-05-13,7.774982929229736,7.974804187077183,7.715998926256783,7.921237156135137,599712400
2010-05-14,7.6383562088012695,7.718405399434171,7.508352112424309,7.678681746966609,759362800
2010-05-17,7.65039587020874,7.709379880019879,7.454486445433917,7.664841130632508,762834800
2010-05-18,7.59442138671875,7.780700620547908,7.531224181830003,7.733453791019478,782678400
2010-05-19,7.473442077636719,7.611270661013064,7.3684158565534545,7.508350637665473,1025726800
2010-05-20,7.155055522918701,7.338325335967605,7.108409773513708,7.2790399843025275,1282915200
2010-05-21,7.292282581329346,7.357886531492768,6.96215502466848,7.00639242905237,1223891200
2010-05-24,7.425893783569336,7.550481685484679,7.4108474479432855,7.441542808349388,754238800
2010-05-25,7.379551410675049,7.425894999866343,7.136997111954716,7.20290158353221,1048006400
2010-05-26,7.346149921417236,7.587501343180585,7.335315975334879,7.525809244479452,850654000
2010-05-27,7.624213218688965,7.640464134494157,7.4966166496729185,7.541455934201123,666282400
2010-05-28,7.730443477630615,7.8062794719522985,7.62421265593192,7.805978930882105,815614800
2010-06-01,7.849311828613281,8.003089990675655,7.793036727684543,7.815005151348541,876472800
2010-06-02,7.943207263946533,7.968786207087022,7.834267532718274,7.960961691069337,688548000
2010-06-03,7.918229103088379,7.991356221826189,7.836674779218719,7.980220932276076,650106800
2010-06-04,7.702757835388184,7.881513081441887,7.662733638432519,7.770467973229939,758304400
2010-06-07,7.551687240600586,7.798755297929665,7.539950067450036,7.77287501595742,886942000
2010-06-08,7.503237247467041,7.6377559020256625,7.392492678591145,7.620903100777121,1000770400
2010-06-09,7.31876277923584,7.580578259281095,7.297397040464219,7.567637313847886,854630000
2010-06-10,7.5387468338012695,7.552889942124284,7.2886685531508695,7.368115856984002,776356000
