Date,Portfolio_Value
2013-10-18,664892.871995791
2013-10-21,667048.8433700688
2013-10-22,669157.0382909535
2013-10-23,668689.4619037376
2013-10-24,664246.3965173545
2013-10-25,662871.263348117
2013-10-28,657245.0369509612
2013-10-29,659083.7396756379
2013-10-30,658638.2445092049
2013-10-31,656095.6862071082
2013-11-01,652854.2307403411
2013-11-04,648706.6372443871
2013-11-05,648906.0614804851
2013-11-06,650098.6443465492
2013-11-07,650613.2615304157
2013-11-08,659943.3778948924
2013-11-11,670900.564782014
2013-11-12,660944.1254447454
2013-11-13,666756.0555117787
2013-11-14,675195.3213154355
2013-11-15,675409.1765799671
2013-11-18,677850.7377050361
2013-11-19,670996.8333955749
2013-11-20,663070.4770266162
2013-11-21,664221.0369088596
2013-11-22,666492.4287774857
2013-11-25,666513.073027696
2013-11-26,662631.8716918638
2013-11-27,658756.8932617706
2013-11-29,659898.1728341093
2013-12-02,657164.8775723481
2013-12-03,657410.6961355812
2013-12-04,668521.4175970966
2013-12-05,656154.081169181
2013-12-06,647910.8643445439
2013-12-09,649937.2004107307
2013-12-10,655970.5976328917
2013-12-11,651356.8090002796
2013-12-12,661573.194997927
2013-12-13,673066.2404901729
2013-12-16,666030.1708774571
2013-12-17,661860.0716448596
2013-12-18,660439.916312041
2013-12-19,658261.018115158
2013-12-20,659233.9303310337
2013-12-23,660915.9485770997
2013-12-24,659104.9665754319
2013-12-26,660969.2240561682
2013-12-27,661679.902437393
2013-12-30,660994.8882166219
2013-12-31,660104.0393009741
2014-01-02,658731.1513490154
2014-01-03,663767.1077509944
2014-01-06,657988.8322416821
2014-01-07,657524.0164822877
2014-01-08,653367.8119034396
2014-01-09,659497.4478801123
2014-01-10,660209.747286311
2014-01-13,657046.687683093
2014-01-14,652955.9454509707
2014-01-15,655987.0149369761
2014-01-16,658268.2295583445
2014-01-17,657148.915320822
2014-01-21,661547.6728535075
2014-01-22,660196.0340404102
2014-01-23,662014.978947849
2014-01-24,663610.566780362
2014-01-27,653394.8755796627
2014-01-28,655086.9203262834
2014-01-29,651401.3622911638
2014-01-30,654302.9445619347
2014-01-31,661196.8498194474
2014-02-03,653969.9903353974
2014-02-04,646928.3790630257
2014-02-05,650049.5198410087
2014-02-06,647296.7893845129
2014-02-07,650803.2801577565
2014-02-10,651267.9237221561
2014-02-11,651961.8644250827
2014-02-12,658444.9660006657
2014-02-13,655685.654791544
2014-02-14,660990.5687213583
2014-02-18,665741.0935583892
2014-02-19,666197.1775850662
2014-02-20,659401.0657277147
2014-02-21,661975.9658807795
2014-02-24,658815.7236290404
2014-02-25,650660.2279087903
2014-02-26,653429.4094044088
2014-02-27,650705.1622667426
2014-02-28,642673.0711473286
2014-03-03,647861.5926757397
2014-03-04,640332.8520344279
2014-03-05,637600.0485903468
2014-03-06,640580.2038504368
2014-03-07,639442.2326827834
2014-03-10,640629.6012345003
2014-03-11,644549.4147871009
2014-03-12,640015.2219757442
2014-03-13,632903.8677120623
2014-03-14,631352.7928067566
2014-03-17,630035.6583403202
2014-03-18,627981.8724417454
2014-03-19,626434.4833121457
2014-03-20,621053.511125714
2014-03-21,620267.1837142343
2014-03-24,626099.4447933228
2014-03-25,623011.0201484708
2014-03-26,621662.2859969696
2014-03-27,627090.381049149
2014-03-28,630556.3296451373
2014-03-31,628099.3756252532
2014-04-01,626550.3347972822
2014-04-02,625044.6817458734
2014-04-03,627048.7672159503
2014-04-04,628370.717497759
2014-04-07,627710.3229033235
2014-04-08,624415.0435047739
2014-04-09,628212.4384026153
2014-04-10,629541.8618770208
2014-04-11,631304.3594541978
2014-04-14,627841.7980911909
2014-04-15,629216.2391667371
2014-04-16,629904.7253510351
2014-04-17,628148.5523518883
2014-04-21,625324.4792783156
2014-04-22,628626.8715855742
2014-04-23,627736.0223066228
2014-04-24,624410.7511408566
2014-04-25,619823.234532914
2014-04-28,619818.6101354369
2014-04-29,614466.5492400632
2014-04-30,615115.667024655
2014-05-01,612325.8489662628
2014-05-02,605128.2684029723
2014-05-05,596796.5341658962
2014-05-06,596196.3654391832
2014-05-07,598950.5427149499
2014-05-08,612695.8305268525
2014-05-09,609789.6329495935
2014-05-12,610440.163520108
2014-05-13,607221.387948384
2014-05-14,605918.0767496633
2014-05-15,604016.7057412814
2014-05-16,604868.0583843068
2014-05-19,603591.9123139721
2014-05-20,600020.6250609632
2014-05-21,603035.3029146213
2014-05-22,609112.3384853106
2014-05-23,605779.3559330588
2014-05-27,611627.9888197322
2014-05-28,610570.0183459948
2014-05-29,608344.6087110946
2014-05-30,605096.4737616731
2014-06-02,608363.3683242279
2014-06-03,607281.9735120656
2014-06-04,610943.2154613954
2014-06-05,606675.9666209064
2014-06-06,611114.4606000778
2014-06-09,607950.5530645822
2014-06-10,605626.0894180159
2014-06-11,603755.3394901617
2014-06-12,604178.2867397962
2014-06-13,605873.9938015977
2014-06-16,605874.172175952
2014-06-17,598877.0920970395
2014-06-18,601822.7724267214
2014-06-19,612697.7385741643
2014-06-20,616907.5055603317
2014-06-23,616300.6204859917
2014-06-24,616503.508159648
2014-06-25,615290.6392544697
2014-06-26,616304.5782930225
2014-06-27,613680.7769068523
2014-06-30,615079.6852895778
2014-07-01,616462.9098510427
2014-07-02,616264.5832448094
2014-07-03,612489.4626291504
2014-07-07,614066.8452477292
2014-07-08,613255.0587105716
2014-07-09,615238.5273134323
2014-07-10,611666.1194891718
2014-07-11,616028.2613460626
2014-07-14,617400.8379454901
2014-07-15,610782.2566429498
2014-07-16,610388.108773952
2014-07-17,610584.5833271706
2014-07-18,612769.9350906698
2014-07-21,611955.7329170735
2014-07-22,613363.6696630858
2014-07-23,612547.204127856
2014-07-24,611942.8018531419
2014-07-25,612336.3290907841
2014-07-28,614637.3208385563
2014-07-29,614329.9624570822
2014-07-30,616144.3750151144
2014-07-31,616156.9575423265
2014-08-01,623801.4032961426
2014-08-04,620428.2973382673
2014-08-05,615579.3213944542
2014-08-06,611851.0831301564
2014-08-07,620367.6652234412
2014-08-08,611190.7617706519
2014-08-11,604092.2566235702
2014-08-12,599948.3764255808
2014-08-13,599968.1701558798
2014-08-14,598115.8630688628
2014-08-15,593413.8884811404
2014-08-18,591807.794321439
2014-08-19,587809.0528494677
2014-08-20,586984.7855272545
2014-08-21,582644.4773470317
2014-08-22,582063.7047043054
2014-08-25,583807.3092276715
2014-08-26,584965.6444357521
2014-08-27,582658.1023876105
2014-08-28,582653.4198172062
2014-08-29,579939.021209169
2014-09-02,581288.4174354417
2014-09-03,577275.3726735348
2014-09-04,568729.2163108177
2014-09-05,566541.8463652628
2014-09-08,560951.1374889242
2014-09-09,561911.106740044
2014-09-10,559281.5539728657
2014-09-11,553579.5476530073
2014-09-12,553756.5441373913
2014-09-15,554705.935048332
2014-09-16,555089.6481345526
2014-09-17,551240.7024369099
2014-09-18,552594.3655676781
2014-09-19,550895.4984853999
2014-09-22,549153.9540234343
2014-09-23,549914.349859759
2014-09-24,549176.876612335
2014-09-25,551263.1646804067
2014-09-26,556003.4569751509
2014-09-29,556007.5801202684
2014-09-30,555061.4811094869
2014-10-01,553887.6330897687
2014-10-02,553528.4809437036
2014-10-03,554537.5629751146
2014-10-06,552219.577980654
2014-10-07,551415.9927008557
2014-10-08,550671.226080222
2014-10-09,547619.4380288115
2014-10-10,556790.7656506097
2014-10-13,563110.4489326936
2014-10-14,563290.2236862826
2014-10-15,566272.5631072146
2014-10-16,567319.0214259345
2014-10-17,572267.7681384849
2014-10-20,565787.678962444
2014-10-21,568768.6970078631
2014-10-22,570311.9921878381
2014-10-23,562968.6843019554
2014-10-24,567423.8761092122
2014-10-27,570168.7578409986
2014-10-28,575811.257304407
2014-10-29,577363.8579818965
2014-10-30,583159.6109263303
2014-10-31,591942.6808253259
2014-11-03,593035.411899786
2014-11-04,592020.9058844466
2014-11-05,596567.103526073
2014-11-06,604041.2462403012
2014-11-07,614417.1681420127
2014-11-10,623268.0252705567
2014-11-11,617623.7316349405
2014-11-12,611904.1090798292
2014-11-13,611982.4209294117
2014-11-14,608090.2348939201
2014-11-17,610605.3196380709
2014-11-18,617659.8127647531
2014-11-19,615919.3152545651
2014-11-20,619981.4604848002
2014-11-21,624643.6521959482
2014-11-24,626195.8234717222
2014-11-25,623753.5605417162
2014-11-26,621134.0350843477
2014-11-28,623599.5814031343
2014-12-01,623375.3759260802
2014-12-02,622932.048945707
2014-12-03,630514.7994607268
2014-12-04,630117.0194596576
2014-12-05,630413.6962713755
2014-12-08,629727.5666647485
2014-12-09,627241.5951489008
2014-12-10,636314.7486984513
2014-12-11,646567.2820418879
2014-12-12,643832.4519322584
2014-12-15,630227.207841543
2014-12-16,646310.0811670979
2014-12-17,638832.5241550817
2014-12-18,628826.503561503
2014-12-19,630115.7454550092
2014-12-22,635429.587268478
2014-12-23,632454.5652415899
2014-12-24,631056.9080565218
2014-12-26,632753.9868903497
2014-12-29,623887.3896623931
2014-12-30,626565.7355718997
2014-12-31,619833.6002197678
2015-01-02,611380.6017287795
2015-01-05,615648.3098806414
2015-01-06,623670.0539037874
2015-01-07,628200.320269255
2015-01-08,627223.2704189152
2015-01-09,624578.3250748704
2015-01-12,631767.465032223
2015-01-13,629174.5877216486
2015-01-14,624898.4214825791
2015-01-15,630446.5948600478
2015-01-16,630216.4773391034
2015-01-20,637393.940212295
2015-01-21,626213.5133888368
2015-01-22,629755.5908880222
2015-01-23,637442.6641942023
2015-01-26,630973.5606189499
2015-01-27,631691.3815636896
2015-01-28,629077.8209874275
2015-01-29,617627.1443259076
2015-01-30,624088.5114963804
2015-02-02,623981.2397446096
2015-02-03,626789.5630539965
2015-02-04,628311.6112491677
2015-02-05,632578.8826001927
2015-02-06,633088.1659647548
2015-02-09,619317.8945701785
2015-02-10,616326.8268922076
2015-02-11,608129.6794462207
2015-02-12,612348.4060297222
2015-02-13,608688.0149847667
2015-02-17,608426.5082452674
2015-02-18,614071.1542981276
2015-02-19,609880.2891169662
2015-02-20,607967.9442377097
2015-02-23,608993.5596824493
2015-02-24,610172.8149195756
2015-02-25,604033.8035949063
2015-02-26,609218.7125951455
2015-02-27,620225.9118414999
2015-03-02,611174.4038146242
2015-03-03,604954.73528763
2015-03-04,614654.3671123423
2015-03-05,618728.9085851612
2015-03-06,620569.9073697333
2015-03-09,626860.5262013956
2015-03-10,630432.0711918588
2015-03-11,630688.66772073
2015-03-12,631200.2919153858
2015-03-13,632502.5919159895
2015-03-16,633504.5934002509
2015-03-17,633501.1092751523
2015-03-18,627446.0627490621
2015-03-19,615654.2097461061
2015-03-20,613660.9635613117
2015-03-23,620653.3762984065
2015-03-24,617394.8074092509
2015-03-25,614502.9269362113
2015-03-26,609763.7925057013
2015-03-27,609518.8364685266
2015-03-30,608541.4397619863
2015-03-31,603162.3745017522
2015-04-01,600161.4940090067
2015-04-02,598754.7184060593
2015-04-06,598624.2046413533
2015-04-07,586606.6477272233
2015-04-08,584573.4621858995
2015-04-09,582647.3248277097
2015-04-10,582868.5367382534
2015-04-13,580625.7175297886
2015-04-14,585583.92377951
2015-04-15,589707.4572664562
2015-04-16,587131.2158000391
2015-04-17,584257.6470515545
2015-04-20,583009.5420395433
2015-04-21,581455.0752446266
2015-04-22,581072.3744576471
2015-04-23,583049.2508675301
2015-04-24,579195.6648316171
2015-04-27,579737.2634529165
2015-04-28,585182.8095300861
2015-04-29,590500.9279766582
2015-04-30,585320.1570042085
2015-05-01,583589.6321502747
2015-05-04,580371.9186873115
2015-05-05,574093.368231612
2015-05-06,571753.0373403536
2015-05-07,569478.7935699447
2015-05-08,564627.8240424418
2015-05-11,557673.1843153876
2015-05-12,563487.4199479081
2015-05-13,561612.1639451645
2015-05-14,562082.5478052148
2015-05-15,561942.4567113693
2015-05-18,557650.9142062461
2015-05-19,558071.1032512458
2015-05-20,557670.272661831
2015-05-21,556702.1286628137
2015-05-22,554435.3317725057
2015-05-26,554082.6141868869
2015-05-27,543937.9345330392
2015-05-28,548866.4185701378
2015-05-29,550075.8947579691
2015-06-01,544714.6179115463
2015-06-02,541557.8540144123
2015-06-03,539157.8332860987
2015-06-04,534220.1423289184
2015-06-05,534014.0089743368
2015-06-08,533389.3436196736
2015-06-09,534404.4001781619
2015-06-10,522853.78334980516
2015-06-11,530228.0918673952
2015-06-12,532837.2654760854
2015-06-15,534459.0888052956
2015-06-16,535522.2485700954
2015-06-17,533388.9001263464
2015-06-18,534569.1781791468
2015-06-19,538463.8857575023
2015-06-22,538853.4746692852
2015-06-23,539823.8178470918
2015-06-24,535570.5572075123
2015-06-25,533459.2801013072
2015-06-26,536406.3760240423
2015-06-29,537991.1348536198
2015-06-30,541943.7710723854
2015-07-01,540104.3829808553
2015-07-02,543450.6845995511
2015-07-06,544746.674529357
2015-07-07,545434.5347451185
2015-07-08,546331.1927381821
2015-07-09,553252.254377242
2015-07-10,552485.7669467584
2015-07-13,552131.3082619908
2015-07-14,549600.0131268562
2015-07-15,550947.3068878134
2015-07-16,549138.1357732182
2015-07-17,552268.8005361594
2015-07-20,548548.9296939017
2015-07-21,547378.1879233874
2015-07-22,549899.3859097998
2015-07-23,544811.4060097663
2015-07-24,548023.1916274949
2015-07-27,546028.6601872598
2015-07-28,541740.0454875932
2015-07-29,545214.1888365054
2015-07-30,544877.4671494176
2015-07-31,548194.3635438287
2015-08-03,547002.5256290131
2015-08-04,547953.9401046085
2015-08-05,543096.8138076295
2015-08-06,543745.6625663148
2015-08-07,542451.1887756557
2015-08-10,543737.0868369308
2015-08-11,540403.9780893351
2015-08-12,533529.0224786599
2015-08-13,549968.8641830354
2015-08-14,555715.4364270638
2015-08-17,559503.1855774571
2015-08-18,556991.207880524
2015-08-19,554383.8210277491
2015-08-20,552580.3273145435
2015-08-21,558153.2142539162
2015-08-24,578711.2869090979
2015-08-25,566118.7054211035
2015-08-26,571918.824654602
2015-08-27,566967.3649276563
2015-08-28,564498.2826781005
2015-08-31,556562.5315410022
2015-09-01,550759.3317593692
2015-09-02,538482.8860386638
2015-09-03,544506.0129815738
2015-09-04,545221.0884140927
2015-09-08,556777.5607219578
2015-09-09,556475.0331780058
2015-09-10,556408.5635351192
2015-09-11,557089.8140273935
2015-09-14,558018.0305015517
2015-09-15,557772.939617729
2015-09-16,558775.8342894533
2015-09-17,559527.3728330736
2015-09-18,556271.3942522778
2015-09-21,555037.5543941045
2015-09-22,548153.7531722572
2015-09-23,542236.7277887496
2015-09-24,532556.7693052412
2015-09-25,530160.3471269066
2015-09-28,531760.8920495405
2015-09-29,528828.4313413653
2015-09-30,521291.1717231698
2015-10-01,526160.3546426966
2015-10-02,522707.27582713676
2015-10-05,531702.3847027906
2015-10-06,534033.8917898448
2015-10-07,542022.3415725736
2015-10-08,540480.2072646981
2015-10-09,546630.9368590664
2015-10-12,547599.110495009
2015-10-13,548331.9021281996
2015-10-14,548327.1887403824
2015-10-15,548834.1146257848
2015-10-16,543660.6598286707
2015-10-19,541611.0738665162
2015-10-20,543843.1719640023
2015-10-21,537300.569928701
2015-10-22,542759.8683954019
2015-10-23,546971.8825234774
2015-10-26,545679.1442329695
2015-10-27,543668.466187339
2015-10-28,542414.5099271807
2015-10-29,534140.7252507182
2015-10-30,535610.2959921829
2015-11-02,534885.4063069078
2015-11-03,537268.2432615552
2015-11-04,537468.5314923417
2015-11-05,542183.0702007506
2015-11-06,560077.2439558597
2015-11-09,549376.8737233863
2015-11-10,557633.3244925166
2015-11-11,559296.592926121
2015-11-12,566522.9003428712
2015-11-13,568697.898964332
2015-11-16,568402.8594338286
2015-11-17,566952.1255332469
2015-11-18,574165.27835934
2015-11-19,569703.9985432944
2015-11-20,575050.7936884398
2015-11-23,575963.6795731565
2015-11-24,575089.4574700808
2015-11-25,575862.075384838
2015-11-27,582542.3403400171
2015-11-30,585748.0149762081
2015-12-01,586334.4426703234
2015-12-02,585454.8658466372
2015-12-03,574643.6429391298
2015-12-04,575860.4112169906
2015-12-07,579473.9354514126
2015-12-08,580500.9380365419
2015-12-09,577984.4185146075
2015-12-10,575194.8749367967
2015-12-11,572408.0515287295
2015-12-14,568754.22829695
2015-12-15,558914.3255241325
2015-12-16,546415.5244722045
2015-12-17,543442.4467275105
2015-12-18,538831.811876802
2015-12-21,541483.9902576479
2015-12-22,538216.6933308074
2015-12-23,535586.3731215228
2015-12-24,541669.8014467601
2015-12-28,542505.9152937093
2015-12-29,536559.3905340089
2015-12-30,534831.8173702583
2015-12-31,537900.3268456428
2016-01-04,539583.000881576
2016-01-05,538714.8191033057
2016-01-06,540643.9732338408
2016-01-07,549523.5094018725
2016-01-08,551842.9110280825
2016-01-11,548479.0021301964
2016-01-12,552777.7091444911
2016-01-13,540026.9016152998
2016-01-14,544452.8246216383
2016-01-15,545278.0313417308
2016-01-19,550703.5903332873
2016-01-20,556492.9730770264
2016-01-21,555956.5722893364
2016-01-22,565368.233124426
2016-01-25,566929.0902682191
2016-01-26,552083.4075942672
2016-01-27,544606.6834581944
2016-01-28,547034.0798774224
2016-01-29,542570.9620884128
2016-02-01,531927.4799664671
2016-02-02,528865.6077747911
2016-02-03,522956.4046509812
2016-02-04,514603.5670672613
2016-02-05,504575.3586437851
2016-02-08,508273.93808070815
2016-02-09,499092.6351995579
2016-02-10,503695.1948691119
2016-02-11,498442.07488613715
2016-02-12,487635.9822128797
2016-02-16,480270.65010631876
2016-02-17,478658.2951163484
2016-02-18,483757.08237605623
2016-02-19,483753.07946028863
2016-02-22,484436.6093970181
2016-02-23,489263.5775530451
2016-02-24,489955.44644209556
2016-02-25,502988.0265303761
2016-02-26,504967.44029094046
2016-02-29,501446.0907215999
2016-03-01,501957.64305605495
2016-03-02,496018.53724914143
2016-03-03,490300.99307577225
2016-03-04,493684.91325376753
2016-03-07,500979.968636239
2016-03-08,503490.0593075514
2016-03-09,499851.56802108895
2016-03-10,494848.81913974177
2016-03-11,484484.82811397174
2016-03-14,483791.4694581844
2016-03-15,484243.32270687586
2016-03-16,485126.16820060194
2016-03-17,494843.8053442567
2016-03-18,498249.33881323074
2016-03-21,499751.6061939887
2016-03-22,497596.66692890855
2016-03-23,497101.78958272404
2016-03-24,504453.1678446537
2016-03-28,496320.331746742
2016-03-29,499748.37529223954
2016-03-30,503183.89572319895
2016-03-31,505042.4174367624
2016-04-01,510999.8244984079
2016-04-04,512630.07512157306
2016-04-05,509737.00809844653
2016-04-06,514244.41767414706
2016-04-07,516564.8253540707
2016-04-08,519796.38175386144
2016-04-11,519279.3590681654
2016-04-12,519463.6967297648
2016-04-13,519900.70758520014
2016-04-14,518915.2553198937
2016-04-15,519146.6869251259
2016-04-18,519608.2332104804
2016-04-19,522369.6233255214
2016-04-20,525352.959489174
2016-04-21,520122.4139813421
2016-04-22,514937.84795820515
2016-04-25,514461.62407328264
2016-04-26,517904.9589931187
2016-04-27,512765.6481147079
2016-04-28,507419.9343632874
2016-04-29,505599.32367128856
2016-05-02,506231.07288352284
2016-05-03,500084.355916328
2016-05-04,497392.3808998555
2016-05-05,496907.47135278955
2016-05-06,499303.0180810876
2016-05-09,502855.9463648952
2016-05-10,498522.6872279
2016-05-11,503275.46568379673
2016-05-12,502867.1289195608
2016-05-13,500590.1033066557
2016-05-16,501701.97441581194
2016-05-17,503947.58106599667
2016-05-18,506442.2837592365
2016-05-19,513809.91865941207
2016-05-20,511204.12988078484
2016-05-23,506874.2746109514
2016-05-24,505944.168511814
2016-05-25,508021.28437833977
2016-05-26,506121.1538348698
2016-05-27,504037.0476331418
2016-05-31,508179.80247274984
2016-06-01,507209.1795952873
2016-06-02,503987.68893036875
2016-06-03,500001.3196307857
2016-06-06,492803.46339793917
2016-06-07,488960.91518706107
2016-06-08,492402.01903909823
2016-06-09,488557.40753142635
2016-06-10,492350.41104644694
2016-06-13,493554.6369480421
2016-06-14,493725.19276920985
2016-06-15,493674.48974636034
2016-06-16,493189.246517355
2016-06-17,486724.92539716436
2016-06-20,481315.5853241588
2016-06-21,484648.6086006776
2016-06-22,487893.7322236119
2016-06-23,488712.2951850435
2016-06-24,484272.2602455851
2016-06-27,481819.70006523083
2016-06-28,475070.8314858019
2016-06-29,472617.19793056685
2016-06-30,470501.64131567243
2016-07-01,478348.7730570263
2016-07-05,473962.71529803635
2016-07-06,473878.81094564166
2016-07-07,471074.3727575283
2016-07-08,469915.52616977587
2016-07-11,472749.91178359
2016-07-12,468264.4852415874
2016-07-13,468256.9061005296
2016-07-14,468726.0644548551
2016-07-15,471045.5852218481
2016-07-18,472071.2227534189
2016-07-19,471405.2991463602
2016-07-20,471310.95198905503
2016-07-21,470367.0876405211
2016-07-22,469802.4658273255
2016-07-25,468679.18148392136
2016-07-26,468306.0972810173
2016-07-27,469044.2451725395
2016-07-28,474064.1372593759
2016-07-29,474450.6483540879
2016-08-01,471074.96260233363
2016-08-02,467419.30385706155
2016-08-03,467148.35010212037
2016-08-04,462654.53489259875
2016-08-05,463776.2991441636
2016-08-08,460806.005783634
2016-08-09,458448.5923687662
2016-08-10,460908.31001180166
2016-08-11,458249.3944290175
2016-08-12,456842.6300149029
2016-08-15,455637.2829938886
2016-08-16,459946.73724511446
2016-08-17,460131.3274735534
2016-08-18,454947.3482746569
2016-08-19,448356.99061777163
2016-08-22,445079.6019125007
2016-08-23,444829.28290952876
2016-08-24,447281.96469199157
2016-08-25,445009.24579376343
2016-08-26,443718.61117440544
2016-08-29,445366.94673223933
2016-08-30,443888.8776839394
2016-08-31,445459.9793511797
2016-09-01,446306.8797061547
2016-09-02,447526.6012253574
2016-09-06,449325.10528271506
2016-09-07,439160.8670095827
2016-09-08,441796.2879308953
2016-09-09,438221.7774320229
2016-09-12,430834.27525508474
2016-09-13,427028.18771819357
2016-09-14,428830.5905882259
2016-09-15,427550.6724968819
2016-09-16,423865.5557550271
2016-09-19,423263.00929045683
2016-09-20,425785.6088608722
2016-09-21,426951.8077376629
2016-09-22,432918.59831467376
2016-09-23,432258.3637335396
2016-09-26,433901.31127775705
2016-09-27,431774.67090894986
2016-09-28,430186.51505995286
2016-09-29,430018.10618584463
2016-09-30,433772.9701867546
2016-10-03,438314.5720102395
2016-10-04,442756.7674986622
2016-10-05,449376.23045434174
2016-10-06,453290.871964538
2016-10-07,454387.3338554462
2016-10-10,455538.36153390433
2016-10-11,456513.3079988638
2016-10-12,458065.2637051265
2016-10-13,456664.89642536093
2016-10-14,453656.6888718037
2016-10-17,451323.3943398234
2016-10-18,450326.7849527284
2016-10-19,450056.6048415181
2016-10-20,453217.8676961734
2016-10-21,452555.45957991085
2016-10-24,451913.32403422834
2016-10-25,451839.8956180293
2016-10-26,452327.8917558056
2016-10-27,451951.33027107944
2016-10-28,455087.85935910407
2016-10-31,452308.06085937645
2016-11-01,450937.15402975545
2016-11-02,451632.43776749127
2016-11-03,448668.8997994841
2016-11-04,447338.6836843225
2016-11-07,438574.57686154655
2016-11-08,441680.46185279964
2016-11-09,439192.951840612
2016-11-10,433485.9334272718
2016-11-11,422600.846976673
2016-11-14,429014.8705481227
2016-11-15,427492.0790779085
2016-11-16,423064.30178019457
2016-11-17,425420.8627851944
2016-11-18,426672.1081883408
2016-11-21,427554.4651083648
2016-11-22,431402.14182680653
2016-11-23,428891.8433957243
2016-11-25,429408.23155674967
2016-11-28,422257.4555014806
2016-11-29,416703.5908169662
2016-11-30,414071.34385059634
2016-12-01,410380.40384622145
2016-12-02,415225.3898296106
2016-12-05,413922.2621163244
2016-12-06,409663.5788386741
2016-12-07,411431.74032328546
2016-12-08,416059.19424400694
2016-12-09,411037.3067446449
2016-12-12,411573.59717518603
2016-12-13,415184.3610726418
2016-12-14,418258.9022339786
2016-12-15,411582.4996672086
2016-12-16,409594.4544055455
2016-12-19,409072.1130428411
2016-12-20,409243.03789050115
2016-12-21,407341.133511194
2016-12-22,404886.62850460666
2016-12-23,403703.64187040133
2016-12-27,401409.6313918142
2016-12-28,399002.86516310676
2016-12-29,404553.0161686731
2016-12-30,402774.5939530537
2017-01-03,403809.28935326124
2017-01-04,406060.32782835886
2017-01-05,406413.75322126574
2017-01-06,408520.8975376591
2017-01-09,400170.7867418319
2017-01-10,405820.490961299
2017-01-11,401776.7600359018
2017-01-12,393716.4194190351
2017-01-13,397245.43790078466
2017-01-17,397361.76370529545
2017-01-18,395597.49517733726
2017-01-19,394766.25095484394
2017-01-20,392447.07641133317
2017-01-23,386165.7425504916
2017-01-24,389088.78193323995
2017-01-25,387022.6780689517
2017-01-26,387315.39096613345
2017-01-27,382316.35038257844
2017-01-30,380415.3285080056
2017-01-31,382239.13555652153
2017-02-01,385576.17096523603
2017-02-02,388383.126768391
2017-02-03,387823.0539442826
2017-02-06,387946.7341012693
2017-02-07,386411.7319748674
2017-02-08,388255.5972154926
2017-02-09,384658.62162901985
2017-02-10,383150.9736644268
2017-02-13,384617.16587358864
2017-02-14,383078.223960361
2017-02-15,378607.89073324867
2017-02-16,380244.0584909376
2017-02-17,379208.7988705067
2017-02-21,376268.7414138692
2017-02-22,381179.87620426394
2017-02-23,385157.38867855247
2017-02-24,385429.76763996994
2017-02-27,378865.4354145058
2017-02-28,371688.96999702335
2017-03-01,377986.83672844723
2017-03-02,377266.08447378746
2017-03-03,382216.3882828499
2017-03-06,383297.6872533128
2017-03-07,381919.9599882761
2017-03-08,386925.696720494
2017-03-09,390301.97643193376
2017-03-10,389419.5229274888
2017-03-13,388186.04630716937
2017-03-14,390803.7612009497
2017-03-15,390266.16223689495
2017-03-16,386504.59716309403
2017-03-17,386452.3782452446
2017-03-20,388497.00835627137
2017-03-21,383597.21042208374
2017-03-22,384438.18277023506
2017-03-23,386936.76266712433
2017-03-24,387412.5095905565
2017-03-27,386676.7741524369
2017-03-28,383564.56593119074
2017-03-29,388019.5155800297
2017-03-30,387631.90884633944
2017-03-31,383963.18717109715
2017-04-03,382906.88646313
2017-04-04,382179.9246326018
2017-04-05,383038.20684985374
2017-04-06,381851.122886484
2017-04-07,380954.84685768594
2017-04-10,383175.75559675856
2017-04-11,381793.3560987805
2017-04-12,377977.6426227779
2017-04-13,379158.72294257453
2017-04-17,379491.77435997204
2017-04-18,379827.1265246758
2017-04-19,380159.08700832387
2017-04-20,379326.06742637244
2017-04-21,380445.7230286903
2017-04-24,380400.8430920114
2017-04-25,383849.27576371323
2017-04-26,381987.66606664855
2017-04-27,379002.5439469398
2017-04-28,378286.2926443405
2017-05-01,377739.46679744817
2017-05-02,378073.1465644371
2017-05-03,377069.9702468095
2017-05-04,375692.8934775336
2017-05-05,376192.807251349
2017-05-08,377128.02823260793
2017-05-09,372096.26256356394
2017-05-10,373427.0589034998
2017-05-11,377197.37861158175
2017-05-12,376073.4693011688
2017-05-15,372737.94797950244
2017-05-16,371249.05062438024
2017-05-17,372676.6611993469
2017-05-18,372961.985165292
2017-05-19,374265.6923944672
2017-05-22,375100.20014026575
2017-05-23,371593.2258943501
2017-05-24,371221.46980320825
2017-05-25,376956.0181537945
2017-05-26,377739.420811897
2017-05-30,377738.5986657261
2017-05-31,377260.2476492127
2017-06-01,376075.99297268374
2017-06-02,371081.21365577786
2017-06-05,371343.97114239156
2017-06-06,367056.4235280649
2017-06-07,365152.9565180312
2017-06-08,370185.26852589264
2017-06-09,370140.2905520813
2017-06-12,366937.6663457983
2017-06-13,365628.2853761346
2017-06-14,369672.82253876596
2017-06-15,367354.35142490774
2017-06-16,368229.43027457024
2017-06-19,368324.2805681063
2017-06-20,367705.8622900716
2017-06-21,367029.01961131894
2017-06-22,371357.27721993957
2017-06-23,372130.0708845181
2017-06-26,371644.78980260104
2017-06-27,371315.1080589177
2017-06-28,373978.6109661611
2017-06-29,371538.9842677242
2017-06-30,372689.71212765423
2017-07-03,373182.5989320548
2017-07-05,375698.1990833212
2017-07-06,378934.66089967376
2017-07-07,380998.9415417807
2017-07-10,378163.4419381079
2017-07-11,376360.17097654555
